AgentCharges,BMI,PreviousClubCost,GoalToShotRatio,ShotsPerDistance,ScoringRate,GoalsPerMillion,ScoreToAgentRatio,ExpectedScore,ValueAssessment,ClubMeanScore,ClubStrengthIndex,Score,Club,PlayerName
-0.35537202370696125,-0.8821524776101082,-0.11733306008765207,0.937245613927376,0.10151798219808691,1.686296668000407,-0.9810348714649237,0.2776521855259135,1.2880975763446048,-0.8824475642098835,1.5200169580528478,-1.021786137880226,19.75,MUN,"Braund, Mr. Owen Harris"
-0.18695522025255695,-0.8400773661119836,-0.4823764388079671,1.2835891873414886,-1.5436797152865276,1.4335537247085874,-0.7622458031417059,0.207958122800081,1.0868442498066058,0.7861634330008039,1.5200169580528478,-1.021786137880226,21.3,MUN,"Allen, Mr. William Henry"
-1.176403940547182,-0.3849011599050125,-0.7265039813903158,-0.4763882619820837,-2.1100565793507533,2.1031043005405263,-1.3630370219620251,2.978994056779181,1.1443452002460344,-0.28359793341881673,1.5200169580528478,-1.021786137880226,19.88,MUN,"Moran, Mr. James"
-0.16590311982075642,-0.3772511396326266,-0.5872211828010133,-0.5586456505410736,-0.19202601280893952,1.7602513247123774,-1.470119699493171,0.33772427196638727,1.840745600012444,-0.508454577902223,1.5200169580528478,-1.021786137880226,23.66,MUN,"McCarthy, Mr. Timothy J"
-1.0079871370927778,-1.494154099400994,-0.8918066434523448,-0.04388757161139806,0.39244145208421694,0.3568948871057469,-0.6903229884816028,1.4986551915049255,0.36808236931375266,1.164728307873725,1.5200169580528478,-1.021786137880226,17.64,MUN,"Palsson, Master. Gosta Leonard"
-0.7343098314793709,-0.698551991072842,-0.8481851076304204,-1.101527097685443,-0.31501437556831174,1.7231751264944764,-1.167696126145889,0.46044975576109737,0.20516300973537294,0.503822493142752,1.5200169580528478,-1.021786137880226,15.58,MUN,"Saundercock, Mr. William Henry"
-0.08169471809355427,-0.4499263322202935,-0.3583994422614447,-0.6106315083598104,-0.889075212025942,0.9548739078680222,-1.1263063623796252,0.03559861020258899,0.5885026793315619,1.7936496488140643,1.5200169580528478,-1.021786137880226,19.99,MUN,"Andersson, Mr. Anders Johan"
-0.6922056306157698,-0.8592024167929491,-1.2645029231940503,-0.4701894396385233,-0.7684515853510857,0.8566699927052444,-1.172948548856747,1.0677391713028477,0.9303138847214966,2.0381182965241424,1.5200169580528478,-1.021786137880226,22.43,MUN,"Rice, Master. Eugene"
-0.7553619319111714,-0.08655036928195481,-0.7869618994592986,1.3288006388677365,0.3449378671943524,0.47819067003409244,-0.07333353902395315,0.752905544594039,0.2019685124887377,1.9536993933570816,1.5200169580528478,-1.021786137880226,17.95,MUN,"Williams, Mr. Charles Eugene"
-0.6922056306157698,-1.3105536128637278,-0.8749702612052864,-1.1453729788390605,-2.008016861973666,0.32693541187524816,-1.0021192963775964,0.3359807549456875,-0.11748121217475223,1.3613186523093754,1.5200169580528478,-1.021786137880226,15.07,MUN,"Fynney, Mr. Joseph J"
-0.818518233206573,1.103027783074081,0.28138308312677984,-0.8913551405809859,-0.870447907909365,0.3869990941006441,-1.6311070328204516,2.15663797607803,2.917291172128407,-1.2647284830322993,1.5200169580528478,-1.021786137880226,28.83,MUN,"Beesley, Mr. Lawrence"
-1.0711434383881795,-0.6373518288937533,-0.2298307051020886,0.042204371902972715,0.6524156166633172,-0.29756232523537485,-0.5011809238117069,1.8797248638680615,0.2562749656815311,1.8361675283472472,1.5200169580528478,-1.021786137880226,18.08,MUN,"Sloper, Mr. William Thompson"
-0.9869350366609773,-0.3198759875897301,-1.265268213296189,0.48983668459072516,1.085535136173918,0.3869990941006441,-1.027188392400121,2.235304796677067,1.5660188368018422,0.26675653819853035,1.5200169580528478,-1.021786137880226,23.3,MUN,"Emir, Mr. Farred Chehab"
-0.6079972288885677,0.9844524688520971,0.10613164973694272,-0.35767412472627635,1.242108859189486,0.5088844199824246,-0.9811831516231662,0.45172650988805046,0.6843375967306083,0.06331091766315178,1.5200169580528478,-1.021786137880226,17.71,MUN,"Fortune, Mr. Charles Alexander"
-0.9869350366609773,-0.09037537941814845,-0.5305897152427252,-0.6572926691512901,0.6024421811394729,-0.27054016394579367,-1.1090043092666606,1.5747337479981305,0.9079524039950515,-0.1022066041609475,1.5200169580528478,-1.021786137880226,18.77,MUN,"Todoroff, Mr. Lalio"
-1.0079871370927778,-0.3849011599050125,-0.6377303295421887,-0.43639886671310224,-0.3028105568589695,0.7280058060899901,-1.1759511803677336,1.8290161407186434,0.9942038296541944,0.22912110497364213,1.5200169580528478,-1.021786137880226,19.83,MUN,"Uruchurtu, Don. Manuel E"
-0.7132577310475703,-0.22807574432109773,-0.7708908073143791,0.5902897099741122,1.5062365028165978,1.6496143715196026,-1.1773288869359906,1.3973402906522956,1.8247731137792689,0.45964873094133196,1.5200169580528478,-1.021786137880226,25.16,MUN,"Wheadon, Mr. Edward H"
-0.9027266349337751,-0.6105767579404019,-0.6538014216871082,0.5802790188677907,1.2167497787984352,-0.27054016394579367,-0.06909450346254771,1.1587995816503618,0.03585465566372335,2.6091553230636073,1.5200169580528478,-1.021786137880226,18.04,MUN,"Meyer, Mr. Edgar Joseph"
-0.5027367267295649,0.230925472022067,-0.14488350376465692,0.5945775059899314,1.3104672532556567,0.26744650172856704,-0.727338830856765,0.6362215633387439,0.9335083819681302,1.6381560303730596,1.5200169580528478,-1.021786137880226,21.79,MUN,"Holverson, Mr. Alexander Oskar"
-0.37642412413876175,0.12382518820866276,-0.6254856879079645,-0.1218156239304409,-0.9665488601324684,-0.35123816379694794,-0.9347651433365263,0.4874249537252056,0.8951744150085118,2.055978566419215,1.5200169580528478,-1.021786137880226,22.25,MUN,"Mamee, Mr. Hanna"
-0.7132577310475703,0.11617516793627684,-0.18850503958658135,-0.4176424994646524,-1.2893132653531567,1.088150649874652,-0.9401857191041648,0.4908736275182547,0.36808236931375266,0.32115527819285067,1.5200169580528478,-1.021786137880226,16.25,MUN,"Cann, Mr. Ernest Charles"
-0.7764140323429719,0.6402015565947226,-0.13799589284540598,-1.7975804609991304,0.5268946366585814,1.9105656676228804,-1.431298361378928,0.6290818162800499,0.1955795179954682,1.0239957712775984,1.5200169580528478,-1.021786137880226,16.38,MUN,"Kraeff, Mr. Theodor"
